cantidad,cantidad_solicitada,cliente,costo,dia,dias_entrega,egreso,ingreso,inventario_disponible,penalizacion,politica_anterior,politica_nueva,producto,proveedor,razon,tipo
7,,Taller Mecánico López,4.928000000000001,186,,,14.0,,,,,PROD004,,,VENTA
96,,,67.58400000000002,186,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
108,,,,186,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
96,,,,186,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
96,,,,187,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
11,,Taller Mecánico López,3.3,188,,,9.9,,,,,PROD002,,,VENTA
4,,Taller Mecánico López,2.8160000000000007,188,,,8.0,,,,,PROD004,,,VENTA
96,,,,188,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
9,,Ferretería El Tornillo,4.5,189,,,10.799999999999999,,,,,PROD001,,,VENTA
15,,Ferretería El Tornillo,4.5,189,,,13.5,,,,,PROD002,,,VENTA
12,,Ferretería El Tornillo,1.2000000000000002,189,,,4.800000000000001,,,,,PROD003,,,VENTA
118,,Construcciones Pérez,59.0,189,,,141.6,,,,,PROD001,,,VENTA
,131,Construcciones Pérez,,189,,,,122,90.0,,,PROD003,,,DESABASTECIMIENTO
47,,Construcciones Pérez,33.08800000000001,189,,,94.0,,,,,PROD004,,,VENTA
161,,Construcciones Pérez,8.05,189,,,24.15,,,,,PROD005,,,VENTA
13,,Taller Mecánico López,3.9,190,,,11.700000000000001,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,190,,,20.0,,,,,PROD004,,,VENTA
32,,Almacén Central (Interno),16.0,190,,,38.4,,,,,PROD001,,,VENTA
28,,Almacén Central (Interno),8.4,190,,,25.2,,,,,PROD002,,,VENTA
37,,Almacén Central (Interno),1.85,190,,,5.55,,,,,PROD005,,,VENTA
,329,Ferreterías del Norte,,190,,,,122,80.0,,,PROD003,,,DESABASTECIMIENTO
224,,Ferreterías del Norte,11.200000000000001,190,,,33.6,,,,,PROD005,,,VENTA
300,,,15.0,190,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
300,,,15.0,191,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
16,,Ferretería El Tornillo,8.0,192,,,19.2,,,,,PROD001,,,VENTA
13,,Ferretería El Tornillo,3.9,192,,,11.700000000000001,,,,,PROD002,,,VENTA
18,,Ferretería El Tornillo,1.8,192,,,7.2,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,192,,,9.0,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,192,,,24.0,,,,,PROD004,,,VENTA
300,,,15.0,192,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
300,,,15.0,193,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
11,,Taller Mecánico López,3.3,194,,,9.9,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,194,,,16.0,,,,,PROD004,,,VENTA
300,,,15.0,194,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
300,,,,194,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
15,,Ferretería El Tornillo,7.5,195,,,18.0,,,,,PROD001,,,VENTA
15,,Ferretería El Tornillo,4.5,195,,,13.5,,,,,PROD002,,,VENTA
12,,Ferretería El Tornillo,1.2000000000000002,195,,,4.800000000000001,,,,,PROD003,,,VENTA
35,,Almacén Central (Interno),17.5,195,,,42.0,,,,,PROD001,,,VENTA
29,,Almacén Central (Interno),8.7,195,,,26.1,,,,,PROD002,,,VENTA
29,,Almacén Central (Interno),1.4500000000000002,195,,,4.35,,,,,PROD005,,,VENTA
90,,,45.0,195,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,195,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
300,,,,195,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
,113,Construcciones Pérez,,196,,,,28,90.0,,,PROD001,,,DESABASTECIMIENTO
,148,Construcciones Pérez,,196,,,,92,90.0,,,PROD003,,,DESABASTECIMIENTO
91,,Construcciones Pérez,64.06400000000002,196,,,182.0,,,,,PROD004,,,VENTA
19,,Construcciones Pérez,0.9500000000000001,196,,,2.85,,,,,PROD005,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,196,,,8.1,,,,,PROD002,,,VENTA
14,,Taller Mecánico López,9.856000000000002,196,,,28.0,,,,,PROD004,,,VENTA
90,,,45.0,196,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,196,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
300,,,,196,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
90,,,45.0,197,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,197,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
300,,,,197,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
90,,,,197,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,197,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
16,,Ferretería El Tornillo,8.0,198,,,19.2,,,,,PROD001,,,VENTA
10,,Ferretería El Tornillo,3.0,198,,,9.0,,,,,PROD002,,,VENTA
16,,Ferretería El Tornillo,1.6,198,,,6.4,,,,,PROD003,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,198,,,8.1,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,198,,,24.0,,,,,PROD004,,,VENTA
300,,,,198,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
90,,,,198,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,198,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
90,,,,199,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,199,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
12,,Taller Mecánico López,3.5999999999999996,200,,,10.8,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,200,,,20.0,,,,,PROD004,,,VENTA
23,,Almacén Central (Interno),11.5,200,,,27.599999999999998,,,,,PROD001,,,VENTA
26,,Almacén Central (Interno),7.8,200,,,23.400000000000002,,,,,PROD002,,,VENTA
30,,Almacén Central (Interno),1.5,200,,,4.5,,,,,PROD005,,,VENTA
225,,Ferreterías del Norte,22.5,200,,,90.0,,,,,PROD003,,,VENTA
30,,Ferreterías del Norte,1.5,200,,,4.5,,,,,PROD005,,,VENTA
16,,Ferretería El Tornillo,8.0,201,,,19.2,,,,,PROD001,,,VENTA
11,,Ferretería El Tornillo,3.3,201,,,9.9,,,,,PROD002,,,VENTA
15,,Ferretería El Tornillo,1.5,201,,,6.0,,,,,PROD003,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,202,,,10.8,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,202,,,22.0,,,,,PROD004,,,VENTA
36,,Construcciones Pérez,18.0,203,,,43.199999999999996,,,,,PROD001,,,VENTA
91,,Construcciones Pérez,9.100000000000001,203,,,36.4,,,,,PROD003,,,VENTA
47,,Construcciones Pérez,33.08800000000001,203,,,94.0,,,,,PROD004,,,VENTA
95,,Construcciones Pérez,4.75,203,,,14.25,,,,,PROD005,,,VENTA
16,,Ferretería El Tornillo,8.0,204,,,19.2,,,,,PROD001,,,VENTA
13,,Ferretería El Tornillo,3.9,204,,,11.700000000000001,,,,,PROD002,,,VENTA
7,,Ferretería El Tornillo,0.7000000000000001,204,,,2.8000000000000003,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,204,,,9.0,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,204,,,16.0,,,,,PROD004,,,VENTA
120,,,12.0,204,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
29,,Almacén Central (Interno),14.5,205,,,34.8,,,,,PROD001,,,VENTA
35,,Almacén Central (Interno),10.5,205,,,31.5,,,,,PROD002,,,VENTA
37,,Almacén Central (Interno),1.85,205,,,5.55,,,,,PROD005,,,VENTA
120,,,12.0,205,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
8,,Taller Mecánico López,2.4,206,,,7.2,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,206,,,14.0,,,,,PROD004,,,VENTA
120,,,12.0,206,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,206,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,206,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
11,,Ferretería El Tornillo,5.5,207,,,13.2,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,207,,,15.3,,,,,PROD002,,,VENTA
20,,Ferretería El Tornillo,2.0,207,,,8.0,,,,,PROD003,,,VENTA
96,,,67.58400000000002,207,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,207,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
12,,Taller Mecánico López,3.5999999999999996,208,,,10.8,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,208,,,24.0,,,,,PROD004,,,VENTA
108,,,32.4,208,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
96,,,67.58400000000002,208,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,208,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,,208,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
108,,,32.4,209,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
96,,,,209,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
11,,Ferretería El Tornillo,5.5,210,,,13.2,,,,,PROD001,,,VENTA
19,,Ferretería El Tornillo,5.7,210,,,17.1,,,,,PROD002,,,VENTA
19,,Ferretería El Tornillo,1.9000000000000001,210,,,7.6000000000000005,,,,,PROD003,,,VENTA
89,,Construcciones Pérez,44.5,210,,,106.8,,,,,PROD001,,,VENTA
194,,Construcciones Pérez,19.4,210,,,77.60000000000001,,,,,PROD003,,,VENTA
126,,Construcciones Pérez,88.70400000000002,210,,,252.0,,,,,PROD004,,,VENTA
159,,Construcciones Pérez,7.95,210,,,23.849999999999998,,,,,PROD005,,,VENTA
14,,Taller Mecánico López,4.2,210,,,12.6,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,210,,,24.0,,,,,PROD004,,,VENTA
33,,Almacén Central (Interno),16.5,210,,,39.6,,,,,PROD001,,,VENTA
,34,Almacén Central (Interno),,210,,,,21,100.0,,,PROD002,,,DESABASTECIMIENTO
41,,Almacén Central (Interno),2.0500000000000003,210,,,6.1499999999999995,,,,,PROD005,,,VENTA
,447,Ferreterías del Norte,,210,,,,225,80.0,,,PROD003,,,DESABASTECIMIENTO
54,,Ferreterías del Norte,2.7,210,,,8.1,,,,,PROD005,,,VENTA
90,,,45.0,210,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,210,6,,,,,,,PROD002,Suministros ABC,,PEDIDO
96,,,,210,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
90,,,45.0,211,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,211,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
108,,,,211,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
11,,Taller Mecánico López,3.3,212,,,9.9,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,212,,,14.0,,,,,PROD004,,,VENTA
90,,,45.0,212,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,,212,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
90,,,,212,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
7,,Ferretería El Tornillo,3.5,213,,,8.4,,,,,PROD001,,,VENTA
11,,Ferretería El Tornillo,3.3,213,,,9.9,,,,,PROD002,,,VENTA
21,,Ferretería El Tornillo,2.1,213,,,8.4,,,,,PROD003,,,VENTA
90,,,,213,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
11,,Taller Mecánico López,3.3,214,,,9.9,,,,,PROD002,,,VENTA
6,,Taller Mecánico López,4.224000000000001,214,,,12.0,,,,,PROD004,,,VENTA
108,,,,214,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
90,,,,214,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
29,,Almacén Central (Interno),14.5,215,,,34.8,,,,,PROD001,,,VENTA
32,,Almacén Central (Interno),9.6,215,,,28.8,,,,,PROD002,,,VENTA
26,,Almacén Central (Interno),1.3,215,,,3.9,,,,,PROD005,,,VENTA
16,,Ferretería El Tornillo,8.0,216,,,19.2,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,216,,,15.3,,,,,PROD002,,,VENTA
17,,Ferretería El Tornillo,1.7000000000000002,216,,,6.800000000000001,,,,,PROD003,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,216,,,8.1,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,216,,,20.0,,,,,PROD004,,,VENTA
108,,,,216,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
127,,Construcciones Pérez,63.5,217,,,152.4,,,,,PROD001,,,VENTA
67,,Construcciones Pérez,6.7,217,,,26.8,,,,,PROD003,,,VENTA
84,,Construcciones Pérez,59.13600000000002,217,,,168.0,,,,,PROD004,,,VENTA
102,,Construcciones Pérez,5.1000000000000005,217,,,15.299999999999999,,,,,PROD005,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,218,,,10.8,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,218,,,18.0,,,,,PROD004,,,VENTA
13,,Ferretería El Tornillo,6.5,219,,,15.6,,,,,PROD001,,,VENTA
18,,Ferretería El Tornillo,5.3999999999999995,219,,,16.2,,,,,PROD002,,,VENTA
12,,Ferretería El Tornillo,1.2000000000000002,219,,,4.800000000000001,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,220,,,9.0,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,220,,,14.0,,,,,PROD004,,,VENTA
27,,Almacén Central (Interno),13.5,220,,,32.4,,,,,PROD001,,,VENTA
36,,Almacén Central (Interno),10.799999999999999,220,,,32.4,,,,,PROD002,,,VENTA
28,,Almacén Central (Interno),1.4000000000000001,220,,,4.2,,,,,PROD005,,,VENTA
61,,Ferreterías del Norte,6.1000000000000005,220,,,24.400000000000002,,,,,PROD003,,,VENTA
115,,Ferreterías del Norte,5.75,220,,,17.25,,,,,PROD005,,,VENTA
120,,,12.0,220,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
120,,,12.0,221,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
8,,Ferretería El Tornillo,4.0,222,,,9.6,,,,,PROD001,,,VENTA
18,,Ferretería El Tornillo,5.3999999999999995,222,,,16.2,,,,,PROD002,,,VENTA
15,,Ferretería El Tornillo,1.5,222,,,6.0,,,,,PROD003,,,VENTA
7,,Taller Mecánico López,2.1,222,,,6.3,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,222,,,22.0,,,,,PROD004,,,VENTA
120,,,12.0,222,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,222,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,222,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,67.58400000000002,223,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,223,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
,67,Construcciones Pérez,,224,,,,61,90.0,,,PROD001,,,DESABASTECIMIENTO
84,,Construcciones Pérez,8.4,224,,,33.6,,,,,PROD003,,,VENTA
,117,Construcciones Pérez,,224,,,,39,90.0,,,PROD004,,,DESABASTECIMIENTO
169,,Construcciones Pérez,8.45,224,,,25.349999999999998,,,,,PROD005,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,224,,,8.1,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,224,,,18.0,,,,,PROD004,,,VENTA
96,,,67.58400000000002,224,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,224,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,,224,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
14,,Ferretería El Tornillo,7.0,225,,,16.8,,,,,PROD001,,,VENTA
13,,Ferretería El Tornillo,3.9,225,,,11.700000000000001,,,,,PROD002,,,VENTA
23,,Ferretería El Tornillo,2.3000000000000003,225,,,9.200000000000001,,,,,PROD003,,,VENTA
29,,Almacén Central (Interno),14.5,225,,,34.8,,,,,PROD001,,,VENTA
35,,Almacén Central (Interno),10.5,225,,,31.5,,,,,PROD002,,,VENTA
29,,Almacén Central (Interno),1.4500000000000002,225,,,4.35,,,,,PROD005,,,VENTA
90,,,45.0,225,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,,225,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
13,,Taller Mecánico López,3.9,226,,,11.700000000000001,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,226,,,24.0,,,,,PROD004,,,VENTA
90,,,45.0,226,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,,226,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
90,,,45.0,227,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
90,,,,227,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
18,,Ferretería El Tornillo,9.0,228,,,21.599999999999998,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,228,,,15.3,,,,,PROD002,,,VENTA
21,,Ferretería El Tornillo,2.1,228,,,8.4,,,,,PROD003,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,228,,,8.1,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,228,,,22.0,,,,,PROD004,,,VENTA
90,,,,228,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
90,,,,229,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
10,,Taller Mecánico López,3.0,230,,,9.0,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,230,,,16.0,,,,,PROD004,,,VENTA
27,,Almacén Central (Interno),13.5,230,,,32.4,,,,,PROD001,,,VENTA
25,,Almacén Central (Interno),7.5,230,,,22.5,,,,,PROD002,,,VENTA
24,,Almacén Central (Interno),1.2000000000000002,230,,,3.5999999999999996,,,,,PROD005,,,VENTA
80,,Ferreterías del Norte,8.0,230,,,32.0,,,,,PROD003,,,VENTA
296,,Ferreterías del Norte,14.8,230,,,44.4,,,,,PROD005,,,VENTA
27,,Ferretería El Tornillo,13.5,231,,,32.4,,,,,PROD001,,,VENTA
11,,Ferretería El Tornillo,3.3,231,,,9.9,,,,,PROD002,,,VENTA
19,,Ferretería El Tornillo,1.9000000000000001,231,,,7.6000000000000005,,,,,PROD003,,,VENTA
80,,Construcciones Pérez,40.0,231,,,96.0,,,,,PROD001,,,VENTA
99,,Construcciones Pérez,9.9,231,,,39.6,,,,,PROD003,,,VENTA
130,,Construcciones Pérez,91.52000000000004,231,,,260.0,,,,,PROD004,,,VENTA
106,,Construcciones Pérez,5.300000000000001,231,,,15.899999999999999,,,,,PROD005,,,VENTA
120,,,12.0,231,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
300,,,15.0,231,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
13,,Taller Mecánico López,3.9,232,,,11.700000000000001,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000003,232,,,26.0,,,,,PROD004,,,VENTA
120,,,12.0,232,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
300,,,15.0,232,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
120,,,12.0,233,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
300,,,15.0,233,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
120,,,,233,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
9,,Ferretería El Tornillo,4.5,234,,,10.799999999999999,,,,,PROD001,,,VENTA
15,,Ferretería El Tornillo,4.5,234,,,13.5,,,,,PROD002,,,VENTA
9,,Ferretería El Tornillo,0.9,234,,,3.6,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,234,,,9.0,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000003,234,,,26.0,,,,,PROD004,,,VENTA
300,,,15.0,234,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
120,,,,234,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
25,,Almacén Central (Interno),12.5,235,,,30.0,,,,,PROD001,,,VENTA
34,,Almacén Central (Interno),10.2,235,,,30.6,,,,,PROD002,,,VENTA
29,,Almacén Central (Interno),1.4500000000000002,235,,,4.35,,,,,PROD005,,,VENTA
108,,,32.4,235,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
300,,,15.0,235,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
300,,,,235,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
120,,,,235,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
11,,Taller Mecánico López,3.3,236,,,9.9,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,236,,,18.0,,,,,PROD004,,,VENTA
108,,,32.4,236,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
300,,,,236,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
13,,Ferretería El Tornillo,6.5,237,,,15.6,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,237,,,15.3,,,,,PROD002,,,VENTA
10,,Ferretería El Tornillo,1.0,237,,,4.0,,,,,PROD003,,,VENTA
108,,,32.4,237,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
300,,,,237,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
,128,Construcciones Pérez,,238,,,,89,90.0,,,PROD001,,,DESABASTECIMIENTO
118,,Construcciones Pérez,11.8,238,,,47.2,,,,,PROD003,,,VENTA
,131,Construcciones Pérez,,238,,,,122,90.0,,,PROD004,,,DESABASTECIMIENTO
76,,Construcciones Pérez,3.8000000000000003,238,,,11.4,,,,,PROD005,,,VENTA
14,,Taller Mecánico López,4.2,238,,,12.6,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,238,,,22.0,,,,,PROD004,,,VENTA
108,,,32.4,238,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
300,,,,238,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
108,,,,238,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
300,,,,239,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
108,,,,239,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
8,,Ferretería El Tornillo,4.0,240,,,9.6,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,240,,,15.3,,,,,PROD002,,,VENTA
15,,Ferretería El Tornillo,1.5,240,,,6.0,,,,,PROD003,,,VENTA
8,,Taller Mecánico López,2.4,240,,,7.2,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,240,,,18.0,,,,,PROD004,,,VENTA
38,,Almacén Central (Interno),19.0,240,,,45.6,,,,,PROD001,,,VENTA
26,,Almacén Central (Interno),7.8,240,,,23.400000000000002,,,,,PROD002,,,VENTA
34,,Almacén Central (Interno),1.7,240,,,5.1,,,,,PROD005,,,VENTA
,321,Ferreterías del Norte,,240,,,,274,80.0,,,PROD003,,,DESABASTECIMIENTO
231,,Ferreterías del Norte,11.55,240,,,34.65,,,,,PROD005,,,VENTA
90,,,45.0,240,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,,240,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
90,,,45.0,241,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,,241,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
11,,Taller Mecánico López,3.3,242,,,9.9,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000001,242,,,26.0,,,,,PROD004,,,VENTA
90,,,45.0,242,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
90,,,,242,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
15,,Ferretería El Tornillo,7.5,243,,,18.0,,,,,PROD001,,,VENTA
10,,Ferretería El Tornillo,3.0,243,,,9.0,,,,,PROD002,,,VENTA
11,,Ferretería El Tornillo,1.1,243,,,4.4,,,,,PROD003,,,VENTA
90,,,,243,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
7,,Taller Mecánico López,2.1,244,,,6.3,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,244,,,24.0,,,,,PROD004,,,VENTA
90,,,,244,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
90,,Construcciones Pérez,45.0,245,,,108.0,,,,,PROD001,,,VENTA
83,,Construcciones Pérez,8.3,245,,,33.2,,,,,PROD003,,,VENTA
,91,Construcciones Pérez,,245,,,,77,90.0,,,PROD004,,,DESABASTECIMIENTO
105,,Construcciones Pérez,5.25,245,,,15.75,,,,,PROD005,,,VENTA
29,,Almacén Central (Interno),14.5,245,,,34.8,,,,,PROD001,,,VENTA
27,,Almacén Central (Interno),8.1,245,,,24.3,,,,,PROD002,,,VENTA
32,,Almacén Central (Interno),1.6,245,,,4.8,,,,,PROD005,,,VENTA
9,,Ferretería El Tornillo,4.5,246,,,10.799999999999999,,,,,PROD001,,,VENTA
12,,Ferretería El Tornillo,3.6,246,,,10.8,,,,,PROD002,,,VENTA
11,,Ferretería El Tornillo,1.1,246,,,4.4,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,246,,,9.0,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,246,,,20.0,,,,,PROD004,,,VENTA
8,,Taller Mecánico López,2.4,248,,,7.2,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,248,,,22.0,,,,,PROD004,,,VENTA
17,,Ferretería El Tornillo,8.5,249,,,20.4,,,,,PROD001,,,VENTA
3,,Ferretería El Tornillo,0.8999999999999999,249,,,2.7,,,,,PROD002,,,VENTA
17,,Ferretería El Tornillo,1.7000000000000002,249,,,6.800000000000001,,,,,PROD003,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,250,,,10.8,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,250,,,20.0,,,,,PROD004,,,VENTA
26,,Almacén Central (Interno),13.0,250,,,31.2,,,,,PROD001,,,VENTA
28,,Almacén Central (Interno),8.4,250,,,25.2,,,,,PROD002,,,VENTA
31,,Almacén Central (Interno),1.55,250,,,4.6499999999999995,,,,,PROD005,,,VENTA
,209,Ferreterías del Norte,,250,,,,152,80.0,,,PROD003,,,DESABASTECIMIENTO
191,,Ferreterías del Norte,9.55,250,,,28.65,,,,,PROD005,,,VENTA
10,,Ferretería El Tornillo,5.0,252,,,12.0,,,,,PROD001,,,VENTA
20,,Ferretería El Tornillo,6.0,252,,,18.0,,,,,PROD002,,,VENTA
